"Step","env: QLUNARLANDER - ep_info/Goal","env: QLUNARLANDER - ep_info/Goal__MIN","env: QLUNARLANDER - ep_info/Goal__MAX"
"1464","-1","-1","-1"
"1465","-1","-1","-1"
"1466","-1","-1","-1"
"1467","-1","-1","-1"
"1468","-1","-1","-1"
"1469","-1","-1","-1"
"1472","-1","-1","-1"
"1473","-1","-1","-1"
"1474","-1","-1","-1"
"1476","-1","-1","-1"
"1477","-1","-1","-1"
"1478","-1","-1","-1"
"1480","-1","-1","-1"
"1481","-1","-1","-1"
"1484","-1","-1","-1"
"1485","-1","-1","-1"
"1486","-1","-1","-1"
"1488","-1","-1","-1"
"1490","-1","-1","-1"
"1491","-1","-1","-1"
"1492","-1","-1","-1"
"1494","-1","-1","-1"
"1495","-1","-1","-1"
"1499","-1","-1","-1"
"1500","-1","-1","-1"
"1503","-1","-1","-1"
"1504","-1","-1","-1"
"1508","-1","-1","-1"
"1510","-1","-1","-1"
"1511","-1","-1","-1"
"1514","-1","-1","-1"
"1517","-1","-1","-1"
"1520","-1","-1","-1"
"1522","-1","-1","-1"
"1523","-1","-1","-1"
"1524","-1","-1","-1"
"1527","-1","-1","-1"
"1528","-1","-1","-1"
"1529","-1","-1","-1"
"1530","-1","-1","-1"
"1531","-1","-1","-1"
"1532","-1","-1","-1"
"1533","-1","-1","-1"
"1534","-1","-1","-1"
"1535","-1","-1","-1"
"1536","-1","-1","-1"
"1539","-1","-1","-1"
"1540","-1","-1","-1"
"1544","-1","-1","-1"
"1545","-1","-1","-1"
"1546","-1","-1","-1"
"1548","-1","-1","-1"
"1549","-1","-1","-1"
"1550","-1","-1","-1"
"1551","-1","-1","-1"
"1553","-1","-1","-1"
"1556","-1","-1","-1"
"1558","-1","-1","-1"
"1559","-1","-1","-1"
"1562","-1","-1","-1"
"1564","-1","-1","-1"
"1565","-1","-1","-1"
"1566","-1","-1","-1"
"1567","-1","-1","-1"
"1568","-1","-1","-1"
"1569","-1","-1","-1"
"1570","-1","-1","-1"
"1574","-1","-1","-1"
"1576","-1","-1","-1"
"1578","-1","-1","-1"
"1580","-1","-1","-1"
"1581","-1","-1","-1"
"1582","-1","-1","-1"
"1583","-1","-1","-1"
"1585","-1","-1","-1"
"1586","-1","-1","-1"
"1587","-1","-1","-1"
"1588","-1","-1","-1"
"1590","-1","-1","-1"
"1592","-1","-1","-1"
"1594","-1","-1","-1"
"1595","-1","-1","-1"
"1596","-1","-1","-1"
"1597","-1","-1","-1"
"1599","-1","-1","-1"
"1600","-1","-1","-1"
"1602","-1","-1","-1"
"1603","-1","-1","-1"
"1604","-1","-1","-1"
"1605","-1","-1","-1"
"1606","-1","-1","-1"
"1607","-1","-1","-1"
"1612","-1","-1","-1"
"1613","-1","-1","-1"
"1614","-1","-1","-1"
"1618","-1","-1","-1"
"1619","-1","-1","-1"
"1621","-1","-1","-1"
"1622","-1","-1","-1"
"1623","-1","-1","-1"
"1624","-1","-1","-1"
"1626","-1","-1","-1"
"1627","-1","-1","-1"
"1629","-1","-1","-1"
"1630","-1","-1","-1"
"1631","-1","-1","-1"
"1633","-1","-1","-1"
"1635","-1","-1","-1"
"1636","-1","-1","-1"
"1637","-1","-1","-1"
"1640","-1","-1","-1"
"1641","-1","-1","-1"
"1642","-1","-1","-1"
"1643","-1","-1","-1"
"1644","-1","-1","-1"
